category,clause,include,reason,occurrences
immigrant,against ICE enforcement operations that detained landscapers and others in Evanston,1,"Opposes ICE/CBP, enforcement/raids/detention, or institutional cooperation, recruitment, presence, funding, or expansion.",1
immigrant,"against ICE for detaining a 16 year old student on the streets of Milford, Massachusetts",1,"Opposes ICE/CBP, enforcement/raids/detention, or institutional cooperation, recruitment, presence, funding, or expansion.",1
immigrant,against ICE for the detention of a farmworker  Demetrio,1,"Opposes ICE/CBP, enforcement/raids/detention, or institutional cooperation, recruitment, presence, funding, or expansion.",1
immigrant,against ICE hiring fair in Arlington,1,"Opposes ICE/CBP, enforcement/raids/detention, or institutional cooperation, recruitment, presence, funding, or expansion.",2
immigrant,against ICE immigration raid on a clothing wholesaler in Los Angeles fashion district,1,"Opposes ICE/CBP, enforcement/raids/detention, or institutional cooperation, recruitment, presence, funding, or expansion.",1
immigrant,against ICE immigration raids,1,"Opposes ICE/CBP, enforcement/raids/detention, or institutional cooperation, recruitment, presence, funding, or expansion.",155
immigrant,against ICE immigration raids across the US,1,"Opposes ICE/CBP, enforcement/raids/detention, or institutional cooperation, recruitment, presence, funding, or expansion.",114
immigrant,against ICE immigration raids at Home Deports,1,"Opposes deportation or supports protection, due process, or solidarity for people facing deportation.",1
immigrant,against ICE immigration raids in California and across the US,1,"Opposes ICE/CBP, enforcement/raids/detention, or institutional cooperation, recruitment, presence, funding, or expansion.",1
immigrant,against ICE immigration raids in Chicago and across the US,1,"Opposes ICE/CBP, enforcement/raids/detention, or institutional cooperation, recruitment, presence, funding, or expansion.",3
immigrant,against ICE immigration raids in LA and across the US,1,"Opposes ICE/CBP, enforcement/raids/detention, or institutional cooperation, recruitment, presence, funding, or expansion.",1
immigrant,against ICE immigration raids in Los Angeles,1,"Opposes ICE/CBP, enforcement/raids/detention, or institutional cooperation, recruitment, presence, funding, or expansion.",15
immigrant,against ICE immigration raids in Los Angeles and across the US,1,"Opposes ICE/CBP, enforcement/raids/detention, or institutional cooperation, recruitment, presence, funding, or expansion.",24
immigrant,against ICE immigration raids in Los Angeles and across the country,1,"Opposes ICE/CBP, enforcement/raids/detention, or institutional cooperation, recruitment, presence, funding, or expansion.",1
immigrant,against ICE immigration raids in New Britain,1,"Opposes ICE/CBP, enforcement/raids/detention, or institutional cooperation, recruitment, presence, funding, or expansion.",1
immigrant,against ICE immigration raids in New York City and across the US,1,"Opposes ICE/CBP, enforcement/raids/detention, or institutional cooperation, recruitment, presence, funding, or expansion.",61
immigrant,against ICE immigration raids in Paramount,1,"Opposes ICE/CBP, enforcement/raids/detention, or institutional cooperation, recruitment, presence, funding, or expansion.",1
immigrant,against ICE immigration raids in San Antonio,1,"Opposes ICE/CBP, enforcement/raids/detention, or institutional cooperation, recruitment, presence, funding, or expansion.",1
immigrant,against ICE immigration raids in San Francisco and across the US,1,"Opposes ICE/CBP, enforcement/raids/detention, or institutional cooperation, recruitment, presence, funding, or expansion.",2
immigrant,against ICE immigration raidsacross the US,1,"Opposes ICE/CBP, enforcement/raids/detention, or institutional cooperation, recruitment, presence, funding, or expansion.",1
immigrant,against ICE immigration sweeps in the Central Valley,1,"Opposes ICE/CBP, enforcement/raids/detention, or institutional cooperation, recruitment, presence, funding, or expansion.",1
immigrant,against ICE in Eugene,1,"Opposes ICE/CBP, enforcement/raids/detention, or institutional cooperation, recruitment, presence, funding, or expansion.",1
immigrant,against ICE in Jemison,1,"Opposes ICE/CBP, enforcement/raids/detention, or institutional cooperation, recruitment, presence, funding, or expansion.",1
immigrant,against ICE in North Carolina,1,"Opposes ICE/CBP, enforcement/raids/detention, or institutional cooperation, recruitment, presence, funding, or expansion.",1
immigrant,against ICE in Orange County,1,"Opposes ICE/CBP, enforcement/raids/detention, or institutional cooperation, recruitment, presence, funding, or expansion.",1
immigrant,against ICE in San Diego,1,"Opposes ICE/CBP, enforcement/raids/detention, or institutional cooperation, recruitment, presence, funding, or expansion.",1
immigrant,against ICE in San Francisco communities,1,"Opposes ICE/CBP, enforcement/raids/detention, or institutional cooperation, recruitment, presence, funding, or expansion.",1
immigrant,against ICE in cities,1,"Opposes ICE/CBP, enforcement/raids/detention, or institutional cooperation, recruitment, presence, funding, or expansion.",1
immigrant,against ICE in workplaces,1,"Opposes ICE/CBP, enforcement/raids/detention, or institutional cooperation, recruitment, presence, funding, or expansion.",1
immigrant,against ICE kidnappings and the illegal detainment and deportation of immigrants without due process,1,"Opposes deportation or supports protection, due process, or solidarity for people facing deportation.",103
immigrant,against ICE mass deportations,1,"Opposes deportation or supports protection, due process, or solidarity for people facing deportation.",3
immigrant,against ICE on college campuses,1,"Opposes ICE/CBP, enforcement/raids/detention, or institutional cooperation, recruitment, presence, funding, or expansion.",2
immigrant,against ICE on school campuses,1,"Opposes ICE/CBP, enforcement/raids/detention, or institutional cooperation, recruitment, presence, funding, or expansion.",3
immigrant,against ICE on university campuses,1,"Opposes ICE/CBP, enforcement/raids/detention, or institutional cooperation, recruitment, presence, funding, or expansion.",1
immigrant,against ICE operation,1,"Opposes ICE/CBP, enforcement/raids/detention, or institutional cooperation, recruitment, presence, funding, or expansion.",4
